"faixa_renda","periodo","variacao_mil","se_variacao_mil","pseudo_z"
"Acima de 1/2 SM","2024-2023",-18.24225865555,11.2645482558048,-1.61943987821699
"Acima de 1/2 SM","2025-2023",-14.92589706296,11.9378954999997,-1.25029550333729
"Acima de 1/2 SM","2025-2024",3.31636159258998,11.3827805186719,0.291348988689533
"Até 1/2 SM (elegível)","2024-2023",-2.99911308452,8.16632106416355,-0.367253878577108
"Até 1/2 SM (elegível)","2025-2023",-0.314662393390002,8.68546913255675,-0.0362286007338989
"Até 1/2 SM (elegível)","2025-2024",2.68445069113,8.75438856159714,0.306640569154752
